protein_names,idr_name,start,end
YDL138W,YDL138W_idr_1,1,84
YDL138W,YDL138W_idr_2,574,664
YDL138W,YDL138W_idr_4,677,714
YDL138W,YDL138W_idr_6,724,763
YDL139C,YDL139C_idr_6,172,203
YDL140C,YDL140C_idr_21,1449,1733
YDL142C,YDL142C_idr_1,1,61
YDL145C,YDL145C_idr_2,811,895
YDL146W,YDL146W_idr_2,417,491
YDL148C,YDL148C_idr_6,288,372
YDL148C,YDL148C_idr_13,770,810
YDL148C,YDL148C_idr_14,14,48
YDL148C,YDL148C_idr_18,171,203
YDL149W,YDL149W_idr_3,28,288
YDL149W,YDL149W_idr_4,786,819
YDL149W,YDL149W_idr_5,848,997
YDL150W,YDL150W_idr_3,38,67
YDL150W,YDL150W_idr_4,98,195
YDL150W,YDL150W_idr_6,207,291
YDL150W,YDL150W_idr_7,318,351
YDL153C,YDL153C_idr_1,1,34
YDL153C,YDL153C_idr_2,494,534
YDL153C,YDL153C_idr_3,551,588
YDL153C,YDL153C_idr_10,43,118
YDL153C,YDL153C_idr_14,161,200
YDL153C,YDL153C_idr_15,304,443
YDL153C,YDL153C_idr_16,448,492
YDL155W,YDL155W_idr_1,1,146
YDL156W,YDL156W_idr_2,33,124
YDL159W,YDL159W_idr_1,1,179
YDL160C,YDL160C_idr_1,1,41
YDL160C,YDL160C_idr_2,422,506
YDL161W,YDL161W_idr_2,157,368
YDL161W,YDL161W_idr_4,372,454
YDL164C,YDL164C_idr_1,1,137
YDL167C,YDL167C_idr_2,608,719
YDL167C,YDL167C_idr_10,382,577
YDL171C,YDL171C_idr_1,1,40
YDL171C,YDL171C_idr_6,1557,1637
YDL173W,YDL173W_idr_4,105,149
YDL173W,YDL173W_idr_7,249,292
YDL174C,YDL174C_idr_1,1,57
YDL174C,YDL174C_idr_2,59,97
YDL175C,YDL175C_idr_1,1,32
YDL175C,YDL175C_idr_5,209,344
YDL178W,YDL178W_idr_1,1,51
YDL179W,YDL179W_idr_2,175,286
YDL188C,YDL188C_idr_1,1,68
YDL189W,YDL189W_idr_3,120,182
YDL189W,YDL189W_idr_4,184,452
YDL194W,YDL194W_idr_1,1,80
YDL194W,YDL194W_idr_2,852,884
YDL194W,YDL194W_idr_4,574,675
YDL194W,YDL194W_idr_5,691,726
YDL194W,YDL194W_idr_7,737,766
YDL195W,YDL195W_idr_3,474,503
YDL195W,YDL195W_idr_6,744,1166
YDL199C,YDL199C_idr_1,1,101
YDL199C,YDL199C_idr_2,578,687
YDL201W,YDL201W_idr_1,1,36
YDL203C,YDL203C_idr_1,1,231
YDL204W,YDL204W_idr_2,224,272
YDL206W,YDL206W_idr_3,212,278
YDL206W,YDL206W_idr_6,326,484
YDL207W,YDL207W_idr_2,4,41
YDL207W,YDL207W_idr_4,141,242
YDL209C,YDL209C_idr_2,233,271
YDL209C,YDL209C_idr_5,300,339
YDL212W,YDL212W_idr_3,174,210
YDL213C,YDL213C_idr_1,1,73
YDL214C,YDL214C_idr_1,1,353
YDL214C,YDL214C_idr_3,664,699
YDL216C,YDL216C_idr_2,305,355
YDL216C,YDL216C_idr_4,368,404
YDL218W,YDL218W_idr_8,276,317
YDL220C,YDL220C_idr_6,246,337
YDL222C,YDL222C_idr_2,217,272
YDL223C,YDL223C_idr_1,1,532
YDL223C,YDL223C_idr_3,544,596
YDL223C,YDL223C_idr_4,617,1046
YDL224C,YDL224C_idr_1,1,97
YDL224C,YDL224C_idr_2,179,526
YDL225W,YDL225W_idr_2,57,90
YDL225W,YDL225W_idr_4,343,449
YDL225W,YDL225W_idr_5,514,551
YDL226C,YDL226C_idr_4,305,352
YDL226C,YDL226C_idr_5,133,241
YDL231C,YDL231C_idr_1,1,57
YDL231C,YDL231C_idr_6,415,461
YDL231C,YDL231C_idr_7,628,675
YDL231C,YDL231C_idr_10,1037,1085
YDL233W,YDL233W_idr_1,1,137
YDL233W,YDL233W_idr_2,307,340
YDL233W,YDL233W_idr_3,402,458
YDL234C,YDL234C_idr_3,200,229
YDL234C,YDL234C_idr_6,306,350
YDL234C,YDL234C_idr_7,471,502
YDL234C,YDL234C_idr_8,701,746
YDL235C,YDL235C_idr_2,98,129
YDL239C,YDL239C_idr_1,1,31
YDL239C,YDL239C_idr_9,72,108
YDL240W,YDL240W_idr_2,966,1017
YDL240W,YDL240W_idr_7,510,660
YDL240W,YDL240W_idr_9,678,725
YDR001C,YDR001C_idr_1,1,31
YDR002W,YDR002W_idr_1,1,74
YDR003W,YDR003W_idr_5,178,210
YDR004W,YDR004W_idr_5,341,377
YDR005C,YDR005C_idr_1,57,93
YDR005C,YDR005C_idr_3,148,220
YDR005C,YDR005C_idr_4,346,395
YDR006C,YDR006C_idr_1,1,147
YDR006C,YDR006C_idr_3,149,249
YDR006C,YDR006C_idr_5,261,375
YDR006C,YDR006C_idr_10,812,862
YDR011W,YDR011W_idr_1,1,102
YDR011W,YDR011W_idr_5,464,493
YDR011W,YDR011W_idr_6,809,846
YDR014W,YDR014W_idr_1,1,104
YDR014W,YDR014W_idr_2,122,155
YDR014W,YDR014W_idr_5,220,249
YDR017C,YDR017C_idr_1,1,53
YDR017C,YDR017C_idr_4,975,1022
YDR017C,YDR017C_idr_6,70,319
YDR017C,YDR017C_idr_8,393,481
YDR017C,YDR017C_idr_10,490,541
YDR017C,YDR017C_idr_12,558,747
YDR026C,YDR026C_idr_2,38,73
YDR026C,YDR026C_idr_3,75,267
YDR027C,YDR027C_idr_1,1,105
YDR027C,YDR027C_idr_2,171,200
YDR027C,YDR027C_idr_7,717,751
YDR028C,YDR028C_idr_1,1,73
YDR028C,YDR028C_idr_2,77,154
YDR028C,YDR028C_idr_6,232,331
YDR028C,YDR028C_idr_7,333,989
YDR033W,YDR033W_idr_5,278,320
YDR034C,YDR034C_idr_1,1,156
YDR034C,YDR034C_idr_3,195,336
YDR034C,YDR034C_idr_4,575,609
YDR036C,YDR036C_idr_1,1,34
YDR037W,YDR037W_idr_1,1,31
YDR037W,YDR037W_idr_2,33,68
YDR040C,YDR040C_idr_4,409,444
YDR040C,YDR040C_idr_7,1054,1091
YDR043C,YDR043C_idr_2,6,151
YDR046C,YDR046C_idr_1,1,51
YDR049W,YDR049W_idr_3,39,69
YDR049W,YDR049W_idr_4,123,184
YDR049W,YDR049W_idr_8,400,429
YDR049W,YDR049W_idr_9,550,614
YDR052C,YDR052C_idr_1,1,58
YDR052C,YDR052C_idr_2,61,103
YDR052C,YDR052C_idr_7,325,654
YDR054C,YDR054C_idr_2,187,295
YDR055W,YDR055W_idr_1,1,31
YDR055W,YDR055W_idr_2,358,425
YDR057W,YDR057W_idr_10,498,532
YDR060W,YDR060W_idr_1,1,49
YDR060W,YDR060W_idr_6,111,205
YDR060W,YDR060W_idr_8,505,547
YDR060W,YDR060W_idr_10,792,830
YDR060W,YDR060W_idr_12,863,1009
YDR062W,YDR062W_idr_1,1,40
YDR067C,YDR067C_idr_2,193,224
YDR068W,YDR068W_idr_1,1,39
YDR068W,YDR068W_idr_4,242,310
YDR069C,YDR069C_idr_5,329,557
YDR072C,YDR072C_idr_3,359,408
YDR074W,YDR074W_idr_6,851,896
YDR077W,YDR077W_idr_1,1,335
YDR080W,YDR080W_idr_1,1,97
YDR081C,YDR081C_idr_4,670,815
YDR081C,YDR081C_idr_7,859,925
YDR081C,YDR081C_idr_13,465,559
YDR081C,YDR081C_idr_15,573,606
YDR083W,YDR083W_idr_3,12,109
YDR083W,YDR083W_idr_4,347,376
YDR085C,YDR085C_idr_6,398,505
YDR088C,YDR088C_idr_6,199,240
YDR088C,YDR088C_idr_7,344,382
YDR089W,YDR089W_idr_1,200,248
YDR089W,YDR089W_idr_3,708,741
YDR089W,YDR089W_idr_10,596,631
YDR090C,YDR090C_idr_2,224,283
YDR093W,YDR093W_idr_1,1,200
YDR093W,YDR093W_idr_4,742,773
YDR093W,YDR093W_idr_7,1064,1106
YDR093W,YDR093W_idr_9,1471,1612
YDR096W,YDR096W_idr_3,355,760
YDR097C,YDR097C_idr_1,1,272
YDR097C,YDR097C_idr_4,1171,1222
YDR099W,YDR099W_idr_2,240,273
YDR103W,YDR103W_idr_1,1,169
YDR103W,YDR103W_idr_7,241,376
YDR104C,YDR104C_idr_5,1149,1191
YDR104C,YDR104C_idr_9,116,152
YDR104C,YDR104C_idr_10,158,411
YDR104C,YDR104C_idr_12,420,449
YDR105C,YDR105C_idr_2,346,390
YDR108W,YDR108W_idr_8,375,405
YDR108W,YDR108W_idr_10,580,612
YDR109C,YDR109C_idr_1,1,33
YDR110W,YDR110W_idr_1,1,38
YDR110W,YDR110W_idr_5,455,520
YDR113C,YDR113C_idr_1,1,65
YDR113C,YDR113C_idr_6,71,105
YDR115W,YDR115W_idr_1,1,50
YDR116C,YDR116C_idr_1,1,51
YDR117C,YDR117C_idr_3,182,235
YDR119W,YDR119W_idr_2,154,241
YDR119W,YDR119W_idr_4,739,768
YDR120C,YDR120C_idr_1,1,35
YDR120C,YDR120C_idr_2,93,123
YDR121W,YDR121W_idr_2,125,196
YDR122W,YDR122W_idr_1,1,112
YDR122W,YDR122W_idr_4,468,1017
YDR124W,YDR124W_idr_7,232,299
YDR128W,YDR128W_idr_4,542,610
YDR128W,YDR128W_idr_5,642,732
YDR128W,YDR128W_idr_9,880,994
YDR129C,YDR129C_idr_2,92,130
YDR132C,YDR132C_idr_3,274,312
YDR135C,YDR135C_idr_3,855,931
YDR137W,YDR137W_idr_5,64,125
YDR137W,YDR137W_idr_9,343,480
YDR138W,YDR138W_idr_7,607,752
YDR141C,YDR141C_idr_23,228,267
YDR143C,YDR143C_idr_1,1,42
YDR143C,YDR143C_idr_3,167,234
YDR143C,YDR143C_idr_4,288,610
YDR144C,YDR144C_idr_1,1,31
YDR144C,YDR144C_idr_3,483,578
YDR145W,YDR145W_idr_1,1,32
YDR145W,YDR145W_idr_2,84,163
YDR145W,YDR145W_idr_5,234,413
YDR146C,YDR146C_idr_3,210,284
YDR146C,YDR146C_idr_7,300,490
YDR147W,YDR147W_idr_1,1,85
YDR147W,YDR147W_idr_3,455,488
YDR148C,YDR148C_idr_1,1,68
YDR148C,YDR148C_idr_2,152,235
YDR150W,YDR150W_idr_1,1,91
YDR150W,YDR150W_idr_2,113,2565
YDR150W,YDR150W_idr_4,2687,2748
YDR151C,YDR151C_idr_1,1,32
YDR151C,YDR151C_idr_2,56,146
YDR151C,YDR151C_idr_4,160,200
YDR151C,YDR151C_idr_5,275,325
YDR152W,YDR152W_idr_5,234,265
YDR153C,YDR153C_idr_3,198,411
YDR156W,YDR156W_idr_3,107,137
YDR159W,YDR159W_idr_1,1,164
YDR159W,YDR159W_idr_2,1144,1191
YDR159W,YDR159W_idr_3,1194,1284
YDR159W,YDR159W_idr_8,551,725
YDR159W,YDR159W_idr_10,813,871
YDR159W,YDR159W_idr_12,1084,1129
YDR160W,YDR160W_idr_1,1,46
YDR160W,YDR160W_idr_3,181,273
YDR162C,YDR162C_idr_1,1,54
YDR162C,YDR162C_idr_2,71,107
YDR162C,YDR162C_idr_3,177,227
YDR163W,YDR163W_idr_4,50,79
YDR164C,YDR164C_idr_5,546,587
YDR164C,YDR164C_idr_6,667,724
YDR166C,YDR166C_idr_4,29,96
YDR166C,YDR166C_idr_8,388,448
YDR167W,YDR167W_idr_1,1,61
YDR167W,YDR167W_idr_2,139,174
YDR168W,YDR168W_idr_4,187,228
YDR168W,YDR168W_idr_5,466,506
YDR169C,YDR169C_idr_1,1,35
YDR169C,YDR169C_idr_2,122,268
YDR169C,YDR169C_idr_3,272,503
YDR170C,YDR170C_idr_1,1,250
YDR170C,YDR170C_idr_2,753,818
YDR170C,YDR170C_idr_3,1015,1067
YDR170C,YDR170C_idr_4,1201,1266
YDR170C,YDR170C_idr_9,1704,1818
YDR170C,YDR170C_idr_15,428,496
YDR170C,YDR170C_idr_17,680,740
YDR171W,YDR171W_idr_3,21,50
YDR171W,YDR171W_idr_4,93,134
YDR171W,YDR171W_idr_5,159,211
YDR172W,YDR172W_idr_1,1,250
YDR173C,YDR173C_idr_4,283,314
YDR174W,YDR174W_idr_2,54,109
YDR174W,YDR174W_idr_3,182,246
YDR175C,YDR175C_idr_1,1,38
YDR176W,YDR176W_idr_1,1,32
YDR176W,YDR176W_idr_2,96,224
YDR176W,YDR176W_idr_3,361,390
YDR176W,YDR176W_idr_4,415,497
YDR179W-A,YDR179W-A_idr_1,1,62
YDR180W,YDR180W_idr_8,1171,1201
YDR180W,YDR180W_idr_12,27,178
YDR182W,YDR182W_idr_1,1,37
YDR186C,YDR186C_idr_11,742,809
YDR192C,YDR192C_idr_1,1,418
YDR194C,YDR194C_idr_3,25,103
YDR194C,YDR194C_idr_4,568,664
YDR195W,YDR195W_idr_3,195,279
YDR195W,YDR195W_idr_5,293,370
YDR200C,YDR200C_idr_1,1,157
YDR200C,YDR200C_idr_4,297,362
YDR200C,YDR200C_idr_10,536,576
YDR205W,YDR205W_idr_9,343,381
YDR206W,YDR206W_idr_3,583,884
YDR207C,YDR207C_idr_1,1,32
YDR207C,YDR207C_idr_4,378,465
YDR207C,YDR207C_idr_7,505,764
YDR207C,YDR207C_idr_9,39,72
YDR207C,YDR207C_idr_10,93,154
YDR207C,YDR207C_idr_11,158,189
YDR207C,YDR207C_idr_13,201,250
YDR207C,YDR207C_idr_16,262,327
YDR208W,YDR208W_idr_1,1,371
YDR208W,YDR208W_idr_5,649,690
YDR210W,YDR210W_idr_1,1,42
YDR211W,YDR211W_idr_3,482,541
YDR213W,YDR213W_idr_1,1,46
YDR213W,YDR213W_idr_2,87,601
YDR214W,YDR214W_idr_2,160,208
YDR216W,YDR216W_idr_6,169,270
YDR216W,YDR216W_idr_10,292,339
YDR216W,YDR216W_idr_17,447,485
YDR216W,YDR216W_idr_20,522,560
YDR216W,YDR216W_idr_35,1202,1280
YDR217C,YDR217C_idr_6,35,109
YDR217C,YDR217C_idr_8,122,780
YDR217C,YDR217C_idr_10,889,994
YDR217C,YDR217C_idr_11,1012,1064
YDR218C,YDR218C_idr_6,343,374
YDR223W,YDR223W_idr_1,1,36
YDR223W,YDR223W_idr_12,408,439
YDR224C,YDR224C_idr_1,1,36
YDR227W,YDR227W_idr_1,1,805
YDR227W,YDR227W_idr_10,890,971
YDR227W,YDR227W_idr_15,1110,1173
YDR227W,YDR227W_idr_16,1202,1233
YDR228C,YDR228C_idr_2,141,183
YDR228C,YDR228C_idr_4,194,395
YDR228C,YDR228C_idr_7,499,546
YDR229W,YDR229W_idr_1,1,31
YDR229W,YDR229W_idr_2,51,91
YDR229W,YDR229W_idr_3,315,453
YDR232W,YDR232W_idr_1,1,64
YDR233C,YDR233C_idr_2,218,295
YDR239C,YDR239C_idr_1,1,410
YDR239C,YDR239C_idr_3,432,549
YDR239C,YDR239C_idr_9,738,768
YDR240C,YDR240C_idr_1,1,37
YDR240C,YDR240C_idr_2,301,366
YDR243C,YDR243C_idr_1,1,108
YDR244W,YDR244W_idr_3,15,64
YDR244W,YDR244W_idr_6,77,161
YDR247W,YDR247W_idr_2,49,85
YDR247W,YDR247W_idr_4,345,461
YDR249C,YDR249C_idr_1,1,48
YDR251W,YDR251W_idr_2,346,830
YDR254W,YDR254W_idr_3,286,373
YDR258C,YDR258C_idr_1,1,34
YDR258C,YDR258C_idr_2,63,93
YDR259C,YDR259C_idr_2,8,39
YDR259C,YDR259C_idr_3,162,214
YDR259C,YDR259C_idr_4,349,383
YDR260C,YDR260C_idr_3,42,76
YDR261C,YDR261C_idr_1,1,40
YDR261C,YDR261C_idr_3,503,562
YDR263C,YDR263C_idr_2,373,430
YDR265W,YDR265W_idr_2,234,280
YDR266C,YDR266C_idr_1,1,58
YDR266C,YDR266C_idr_2,315,379
YDR266C,YDR266C_idr_4,454,634
YDR268W,YDR268W_idr_1,1,31
YDR270W,YDR270W_idr_2,960,1004
YDR273W,YDR273W_idr_1,1,82
YDR277C,YDR277C_idr_1,1,69
YDR277C,YDR277C_idr_2,94,124
YDR277C,YDR277C_idr_3,335,405
YDR279W,YDR279W_idr_4,311,343
YDR282C,YDR282C_idr_1,1,99
YDR283C,YDR283C_idr_13,1496,1535
YDR283C,YDR283C_idr_16,151,227
YDR283C,YDR283C_idr_21,667,767
YDR285W,YDR285W_idr_7,737,818
YDR285W,YDR285W_idr_8,838,875
YDR285W,YDR285W_idr_12,26,97
YDR285W,YDR285W_idr_13,129,174
YDR289C,YDR289C_idr_4,255,300
YDR289C,YDR289C_idr_7,357,404
YDR291W,YDR291W_idr_5,189,238
YDR292C,YDR292C_idr_2,121,293
YDR293C,YDR293C_idr_3,1158,1207
YDR293C,YDR293C_idr_7,39,337
YDR293C,YDR293C_idr_10,461,533
YDR295C,YDR295C_idr_3,180,209
YDR297W,YDR297W_idr_3,318,349
YDR299W,YDR299W_idr_3,502,533
YDR299W,YDR299W_idr_4,16,56
YDR299W,YDR299W_idr_6,85,164
YDR299W,YDR299W_idr_9,345,400
YDR301W,YDR301W_idr_1,151,191
YDR301W,YDR301W_idr_6,442,491
YDR303C,YDR303C_idr_3,51,162
YDR303C,YDR303C_idr_5,195,262
YDR306C,YDR306C_idr_3,20,105
YDR309C,YDR309C_idr_2,81,111
YDR310C,YDR310C_idr_1,1,79
YDR310C,YDR310C_idr_6,150,811
YDR311W,YDR311W_idr_11,117,170
YDR311W,YDR311W_idr_16,392,421
YDR312W,YDR312W_idr_2,251,319
YDR312W,YDR312W_idr_4,379,453
YDR313C,YDR313C_idr_2,98,160
YDR314C,YDR314C_idr_1,1,58
YDR316W,YDR316W_idr_6,442,471
YDR320C,YDR320C_idr_1,1,139
YDR320C,YDR320C_idr_3,178,218
YDR320C,YDR320C_idr_6,235,366
YDR321W,YDR321W_idr_1,1,51
YDR323C,YDR323C_idr_2,28,59
YDR323C,YDR323C_idr_6,422,457
YDR324C,YDR324C_idr_2,665,727
YDR325W,YDR325W_idr_5,493,569
YDR325W,YDR325W_idr_9,906,1035
YDR326C,YDR326C_idr_1,1,625
YDR326C,YDR326C_idr_4,761,845
YDR326C,YDR326C_idr_6,1015,1057
YDR326C,YDR326C_idr_7,1223,1268
YDR326C,YDR326C_idr_10,1373,1404
YDR328C,YDR328C_idr_2,39,71
YDR329C,YDR329C_idr_4,174,216
YDR330W,YDR330W_idr_2,46,90
YDR330W,YDR330W_idr_5,148,204
YDR330W,YDR330W_idr_7,371,408
YDR331W,YDR331W_idr_1,1,32
YDR332W,YDR332W_idr_3,408,447
YDR333C,YDR333C_idr_5,11,183
YDR333C,YDR333C_idr_7,222,264
YDR334W,YDR334W_idr_3,546,684
YDR334W,YDR334W_idr_9,1401,1500
YDR334W,YDR334W_idr_10,67,264
YDR334W,YDR334W_idr_14,313,345
YDR334W,YDR334W_idr_16,392,421
YDR334W,YDR334W_idr_17,423,519
YDR335W,YDR335W_idr_8,1168,1224
YDR337W,YDR337W_idr_1,1,35
YDR338C,YDR338C_idr_4,61,217
YDR342C,YDR342C_idr_1,1,51
YDR343C,YDR343C_idr_1,1,51
YDR345C,YDR345C_idr_1,1,46
YDR346C,YDR346C_idr_2,206,236
YDR346C,YDR346C_idr_3,362,392
YDR348C,YDR348C_idr_1,1,233
YDR348C,YDR348C_idr_3,376,499
YDR349C,YDR349C_idr_1,1,43
YDR349C,YDR349C_idr_5,470,506
YDR349C,YDR349C_idr_7,514,568
YDR350C,YDR350C_idr_5,638,670
YDR351W,YDR351W_idr_1,1,432
YDR351W,YDR351W_idr_2,434,496
YDR352W,YDR352W_idr_3,105,140
YDR352W,YDR352W_idr_4,285,317
YDR356W,YDR356W_idr_2,29,61
YDR356W,YDR356W_idr_4,76,132
YDR356W,YDR356W_idr_5,150,765
YDR356W,YDR356W_idr_7,772,804
YDR358W,YDR358W_idr_2,176,232
YDR358W,YDR358W_idr_3,321,439
YDR359C,YDR359C_idr_1,1,31
YDR359C,YDR359C_idr_4,816,881
YDR359C,YDR359C_idr_6,890,982
YDR359C,YDR359C_idr_9,82,311
YDR359C,YDR359C_idr_11,410,645
YDR361C,YDR361C_idr_1,1,45
YDR362C,YDR362C_idr_1,1,150
YDR363W,YDR363W_idr_4,50,194
YDR363W,YDR363W_idr_7,316,379
YDR365C,YDR365C_idr_4,579,628
YDR365C,YDR365C_idr_5,48,141
YDR365C,YDR365C_idr_6,202,243
YDR365C,YDR365C_idr_7,370,408
YDR365C,YDR365C_idr_12,439,507
YDR369C,YDR369C_idr_5,601,665
YDR369C,YDR369C_idr_6,684,854
YDR369C,YDR369C_idr_10,330,365
YDR369C,YDR369C_idr_12,372,557
YDR370C,YDR370C_idr_3,29,62
YDR372C,YDR372C_idr_1,1,63
YDR374C,YDR374C_idr_2,69,142
YDR375C,YDR375C_idr_1,1,35
YDR379W,YDR379W_idr_2,130,629
YDR379W,YDR379W_idr_5,664,779
YDR381W,YDR381W_idr_1,1,73
YDR381W,YDR381W_idr_2,161,215
YDR382W,YDR382W_idr_1,72,110
YDR384C,YDR384C_idr_1,1,37
YDR386W,YDR386W_idr_2,85,131
YDR386W,YDR386W_idr_3,229,339
YDR387C,YDR387C_idr_1,1,30
YDR388W,YDR388W_idr_3,288,401
YDR389W,YDR389W_idr_1,1,112
YDR389W,YDR389W_idr_3,397,654
YDR390C,YDR390C_idr_5,551,636
YDR392W,YDR392W_idr_2,95,132
YDR393W,YDR393W_idr_3,22,60
YDR393W,YDR393W_idr_4,91,133
YDR393W,YDR393W_idr_7,346,398
YDR394W,YDR394W_idr_1,1,39
YDR395W,YDR395W_idr_4,862,895
YDR398W,YDR398W_idr_2,559,643
YDR406W,YDR406W_idr_1,1,108
YDR406W,YDR406W_idr_9,476,505
YDR406W,YDR406W_idr_10,825,876
YDR407C,YDR407C_idr_8,184,271
YDR407C,YDR407C_idr_9,343,398
YDR409W,YDR409W_idr_2,102,172
YDR409W,YDR409W_idr_4,446,857
YDR409W,YDR409W_idr_6,875,904
YDR411C,YDR411C_idr_4,291,341
YDR412W,YDR412W_idr_3,97,133
YDR412W,YDR412W_idr_5,172,213
YDR416W,YDR416W_idr_2,820,859
YDR419W,YDR419W_idr_2,516,627
YDR420W,YDR420W_idr_1,1,1283
YDR420W,YDR420W_idr_6,1690,1722
YDR420W,YDR420W_idr_8,1741,1773
YDR420W,YDR420W_idr_12,1293,1359
YDR420W,YDR420W_idr_15,1421,1463
YDR420W,YDR420W_idr_18,1522,1562
YDR421W,YDR421W_idr_6,782,888
YDR421W,YDR421W_idr_8,66,222
YDR422C,YDR422C_idr_1,1,30
YDR422C,YDR422C_idr_4,293,339
YDR422C,YDR422C_idr_5,359,392
YDR422C,YDR422C_idr_6,411,449
YDR422C,YDR422C_idr_8,565,650
YDR422C,YDR422C_idr_9,676,759
YDR422C,YDR422C_idr_17,142,207
YDR423C,YDR423C_idr_1,1,45
YDR423C,YDR423C_idr_4,125,174
YDR425W,YDR425W_idr_1,1,117
YDR425W,YDR425W_idr_6,465,530
YDR429C,YDR429C_idr_2,131,187
YDR432W,YDR432W_idr_1,1,120
YDR432W,YDR432W_idr_2,276,414
YDR436W,YDR436W_idr_1,1,391
YDR438W,YDR438W_idr_2,77,107
YDR440W,YDR440W_idr_1,1,53
YDR440W,YDR440W_idr_2,83,185
YDR443C,YDR443C_idr_9,305,818
YDR443C,YDR443C_idr_10,830,866
YDR443C,YDR443C_idr_12,872,908
YDR444W,YDR444W_idr_4,435,517
YDR444W,YDR444W_idr_6,649,687
YDR446W,YDR446W_idr_1,1,59
YDR448W,YDR448W_idr_4,310,354
YDR451C,YDR451C_idr_1,1,32
YDR451C,YDR451C_idr_3,46,171
YDR451C,YDR451C_idr_4,225,333
YDR452W,YDR452W_idr_1,1,37
YDR456W,YDR456W_idr_1,1,52
YDR456W,YDR456W_idr_4,493,585
YDR457W,YDR457W_idr_7,1211,1286
YDR457W,YDR457W_idr_14,1400,1432
YDR457W,YDR457W_idr_17,1577,1609
YDR457W,YDR457W_idr_19,1621,1651
YDR457W,YDR457W_idr_22,1740,1784
YDR457W,YDR457W_idr_25,1867,2230
YDR457W,YDR457W_idr_26,2233,2333
YDR457W,YDR457W_idr_30,2388,2453
YDR457W,YDR457W_idr_31,2507,2541
YDR457W,YDR457W_idr_33,2625,2658
YDR457W,YDR457W_idr_42,692,727
YDR457W,YDR457W_idr_44,904,948
YDR458C,YDR458C_idr_3,45,311
YDR459C,YDR459C_idr_6,345,374
YDR460W,YDR460W_idr_2,217,250
YDR462W,YDR462W_idr_1,1,36
YDR463W,YDR463W_idr_5,40,85
YDR463W,YDR463W_idr_7,100,134
YDR463W,YDR463W_idr_10,325,443
YDR464W,YDR464W_idr_1,1,648
YDR464W,YDR464W_idr_3,1355,1435
YDR464W,YDR464W_idr_4,653,787
YDR464W,YDR464W_idr_5,799,844
YDR464W,YDR464W_idr_7,889,1164
YDR464W,YDR464W_idr_9,1200,1330
YDR465C,YDR465C_idr_4,153,189
YDR466W,YDR466W_idr_3,321,496
YDR466W,YDR466W_idr_6,665,789
YDR466W,YDR466W_idr_8,800,850
YDR468C,YDR468C_idr_3,94,124
YDR469W,YDR469W_idr_2,57,108
YDR470C,YDR470C_idr_2,46,90
YDR472W,YDR472W_idr_1,1,42
YDR473C,YDR473C_idr_1,1,39
YDR475C,YDR475C_idr_3,663,876
YDR475C,YDR475C_idr_4,29,63
YDR475C,YDR475C_idr_8,315,375
YDR475C,YDR475C_idr_9,485,587
YDR477W,YDR477W_idr_1,1,47
YDR477W,YDR477W_idr_3,393,510
YDR478W,YDR478W_idr_3,123,166
YDR479C,YDR479C_idr_1,1,74
YDR479C,YDR479C_idr_4,475,554
YDR480W,YDR480W_idr_9,233,274
YDR481C,YDR481C_idr_1,1,56
YDR483W,YDR483W_idr_1,1,100
YDR484W,YDR484W_idr_6,8,38
YDR484W,YDR484W_idr_8,290,329
YDR485C,YDR485C_idr_1,1,588
YDR485C,YDR485C_idr_2,621,652
YDR488C,YDR488C_idr_2,8,68
YDR488C,YDR488C_idr_3,89,126
YDR489W,YDR489W_idr_1,1,51
YDR490C,YDR490C_idr_1,1,115
YDR490C,YDR490C_idr_6,733,766
YDR490C,YDR490C_idr_8,420,461
YDR490C,YDR490C_idr_10,472,532
YDR494W,YDR494W_idr_2,36,88
YDR495C,YDR495C_idr_1,1,50
YDR495C,YDR495C_idr_9,69,123
YDR496C,YDR496C_idr_1,1,116
YDR497C,YDR497C_idr_1,1,75
YDR498C,YDR498C_idr_5,320,383
YDR499W,YDR499W_idr_3,26,61
YDR499W,YDR499W_idr_4,148,183
YDR501W,YDR501W_idr_1,1,41
YDR501W,YDR501W_idr_2,44,88
YDR501W,YDR501W_idr_4,226,408
YDR505C,YDR505C_idr_2,34,534
YDR507C,YDR507C_idr_5,366,1040
YDR508C,YDR508C_idr_1,1,72
YDR508C,YDR508C_idr_2,91,142
YDR513W,YDR513W_idr_1,1,34
YDR515W,YDR515W_idr_1,1,267
YDR515W,YDR515W_idr_4,408,447
YDR517W,YDR517W_idr_8,285,372
YDR520C,YDR520C_idr_1,1,66
YDR520C,YDR520C_idr_3,110,240
YDR520C,YDR520C_idr_9,680,726
YDR522C,YDR522C_idr_2,435,478
YDR523C,YDR523C_idr_2,295,423
YDR524C,YDR524C_idr_4,100,166
YDR524C,YDR524C_idr_8,403,482
YDR527W,YDR527W_idr_1,8,106
YDR527W,YDR527W_idr_4,118,247
YEL001C,YEL001C_idr_1,1,36
YEL005C,YEL005C_idr_2,186,238
YEL007W,YEL007W_idr_2,89,153
YEL007W,YEL007W_idr_3,228,410
YEL007W,YEL007W_idr_8,461,666
YEL009C,YEL009C_idr_1,1,86
YEL009C,YEL009C_idr_3,139,198
YEL012W,YEL012W_idr_2,155,218
YEL015W,YEL015W_idr_3,64,104
YEL015W,YEL015W_idr_5,131,272
YEL017W,YEL017W_idr_2,73,135
